"reach","urbanized","restored","water","observation_date","observer_intitials","transect","location","time_start","time_end","common_name","scientific_name","quantity","surveys_notes","surveys_observation_notes"
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","midstream","north","09:16:00","09:38:00","Unidentified Lizard",NA,1,NA,"small, likely UTST"
"Priest","Urban","NotRestored","Perennial",2017-06-23,"MSH,CJH","midstream","center","09:42:00","10:02:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","midstream","south","06:05:00","06:26:00",NA,NA,NA,"saturated soil and some water @ N end of plot",NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","downstream","center","06:33:00","06:54:00",NA,NA,NA,"saturated soil just N of plot edge",NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","downstream","south","06:57:00","07:12:00",NA,NA,NA,"City of Phoenix truck drove on road both directions during survey",NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","upstream","south","07:24:00","07:43:00",NA,NA,NA,"1 UTST (hatchling) seen ~1m S of plot before survey; 1 UTST seen ~12m E of plot during survey",NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","upstream","north","08:22:00","08:42:00",NA,NA,NA,"drip irrigation leak SE of plot creating wet soil and minor ponding @ S end",NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","midstream","north","08:56:00","09:14:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","midstream","north","08:56:00","09:14:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","downstream","north","09:22:00","09:35:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","midstream","center","09:45:00","10:06:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","midstream","center","09:45:00","10:06:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,"possibly gravid"
"Rio","Urban","Restored","Perennial",2017-06-28,"MSH,CJH","upstream","center","10:36:00","10:56:00",NA,NA,NA,"most of plot still very much submerged",NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","midstream","north","05:57:00","06:17:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","upstream","north","06:30:00","06:49:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","upstream","center","06:53:00","07:10:00",NA,NA,NA,"1 UTST (small) seen ~0.5m S of plot during survey",NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","upstream","south","07:13:00","07:30:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","midstream","south","07:41:00","07:56:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","midstream","center","08:01:00","08:12:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","downstream","north","08:20:00","08:34:00",NA,NA,NA,"SW and W portions of plot flowing w/seepage",NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","downstream","center","08:51:00","09:00:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-06-30,"MSH,CJH","downstream","south","09:03:00","09:13:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","upstream","north","06:10:00","06:27:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"hatchling"
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","upstream","center","06:32:00","06:47:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","upstream","south","06:50:00","07:02:00",NA,NA,NA,"1 UNLI (likely UTST hatchling) seen ~1m S of plot during survey; 1 UTST (hatchling) seen ~1m W of plot after survey",NA
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","midstream","south","07:15:00","07:42:00","Common Side-blotched Lizard","Uta stansburiana",1,"1 SCMA ~2m E and UTST (small) ~3m W of plot during survey","small"
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","midstream","south","07:15:00","07:42:00","Unidentified Snake Skin",NA,2,"1 SCMA ~2m E and UTST (small) ~3m W of plot during survey","one possibly gopher snake was leading into burrow; one possibly small kingsnake (had bands) under sticks"
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","midstream","center","07:50:00","07:56:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","midstream","north","07:59:00","08:07:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","downstream","north","08:19:00","08:43:00","Common Side-blotched Lizard","Uta stansburiana",1,"very low flow in channel","hatchling"
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","downstream","north","08:19:00","08:43:00","Common Side-blotched Lizard","Uta stansburiana",1,"very low flow in channel","small"
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","downstream","center","08:48:00","09:03:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-07-01,"MSH,CJH","downstream","south","09:09:00","09:27:00",NA,NA,NA,"several ATVs passed S of plot during survey",NA
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","downstream","south","08:44:00","09:08:00","Common Side-blotched Lizard","Uta stansburiana",4,"rodent nest in plot, mammal observed; 2 horses and riders passed through plot 5min before survey; 2 helicopters passed overhead during 1st minute of survey",NA
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","downstream","center","09:16:00","09:34:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","downstream","north","09:37:00","09:52:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","midstream","north","10:06:00","10:15:00","Zebra-tailed Lizard","Callisaurus draconoides",1,"during survey, horse and rider rode into plot, then stopped and talked during survey; 2 horses and riders passed just W of plot before survey","sub-adult"
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","midstream","center","10:32:00","10:45:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","midstream","south","10:54:00","11:05:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","upstream","south","11:18:00","11:34:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","upstream","center","11:19:00","11:54:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2017-09-21,"MSH,KDG","upstream","north","11:57:00","12:18:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","downstream","south","08:44:00","09:04:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","downstream","center","09:07:00","09:27:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","midstream","south","09:34:00","09:45:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","upstream","south","10:00:00","10:22:00",NA,NA,NA,"1 LICA heard 15m N of up-s1, outside plot; domestic cat flushed from plot before survey",NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","midstream","center","10:52:00","11:12:00","Mediterranean House Gecko","Hemidactylus turcicus",2,NA,NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","midstream","center","10:52:00","11:12:00","Unidentified Lizard",NA,1,NA,"possibly HETU"
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","downstream","north","11:25:00","11:41:00","Ornate Tree Lizard","Urosaurus ornata",1,"1 ASTI and 1 UTST ~15m E of plot before survey",NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","midstream","north","11:47:00","12:03:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","upstream","north","12:19:00","12:37:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Rio","Urban","Restored","Perennial",2017-09-24,"MSH,KDG","upstream","center","12:55:00","13:19:00","American Bullfrog","Lithobates catesbeiana",7,"15 LICA within ~15m of plot (probably more)","sub-adults only observed: 6 LICA in N side of plot, 1 LICA in S side of plot"
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","midstream","center","08:12:00","08:25:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","midstream","south","08:29:00","08:49:00","Mediterranean House Gecko","Hemidactylus turcicus",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","midstream","south","08:29:00","08:49:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","downstream","south","08:59:00","09:06:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","downstream","center","09:21:00","09:30:00",NA,NA,NA,"man w/bicycle walked through plot before survey",NA
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","downstream","north","09:34:00","09:46:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","midstream","north","10:05:00","10:27:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","upstream","north","10:37:00","10:55:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,"sub-adult"
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","upstream","center","11:00:00","11:14:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2017-09-27,"MSH,KDG","upstream","south","11:19:00","11:32:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","midstream","center","08:28:00","08:39:00",NA,NA,NA,"2 sub-adult CADR ~3m W of plot during survey",NA
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","midstream","north","08:50:00","09:03:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","upstream","north","09:10:00","09:25:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","upstream","center","09:30:00","09:55:00","Common Side-blotched Lizard","Uta stansburiana",2,"1 sub-adult CADR and 1 CADR ~3m E of plot during survey",NA
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","upstream","south","10:07:00","10:20:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","midstream","south","10:35:00","10:55:00","Common Side-blotched Lizard","Uta stansburiana",2,"1 UTST ~1m W of plot during survey; 1 UTST in plot after survey",NA
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","downstream","south","11:17:00","11:35:00","Zebra-tailed Lizard","Callisaurus draconoides",1,"flushed 1 CADR that was ~20m SE of plot onto plot before survey and off plot during the survey","sub-adult"
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","downstream","north","11:44:00","11:55:00",NA,NA,NA,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2017-09-28,"MSH,KDG","downstream","center","12:01:00","12:20:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","upstream","south","08:41:00","08:58:00",NA,NA,NA,"1 LICA ~1m S of plot and 1 LICA ~5m S of plot during survey",NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","midstream","south","09:06:00","09:23:00","Ornate Tree Lizard","Urosaurus ornata",1,"1 UNLI ~10m E of plot during survey",NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","downstream","south","09:32:00","09:50:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","downstream","north","10:10:00","10:20:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,"sub-adult"
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","midstream","north","10:33:00","10:45:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","upstream","north","10:52:00","11:07:00","Unidentified Lizard",NA,2,NA,NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","upstream","north","10:52:00","11:07:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","upstream","center","11:14:00","11:28:00","Common Side-blotched Lizard","Uta stansburiana",1,"GRRO flushed into plot before survey",NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","midstream","center","11:42:00","11:52:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"BM","Urban","Restored","Perennial",2017-10-01,"MSH,KDG","downstream","center","12:01:00","12:15:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","downstream","south","08:28:00","08:53:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","downstream","center","09:00:00","09:14:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","downstream","north","09:16:00","09:30:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","midstream","south","09:34:00","09:53:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","midstream","center","09:59:00","10:16:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","midstream","north","10:27:00","10:45:00",NA,NA,NA,"tamarisk-dominated vegetation becoming increasingly thick over time",NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","upstream","north","11:16:00","11:32:00",NA,NA,NA,"recent sign of javelina activity within the plot (ground dug up)",NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","upstream","center","11:45:00","11:55:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2017-10-02,"MSH,KDG","upstream","south","12:00:00","12:24:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","midstream","north","08:22:00","08:47:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","midstream","center","08:52:00","09:08:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","upstream","north","09:20:00","09:41:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","upstream","center","09:47:00","10:07:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","midstream","south","10:20:00","10:38:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","downstream","south","10:50:00","11:08:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","downstream","center","11:13:00","11:28:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","downstream","north","11:31:00","11:49:00","Common Side-blotched Lizard","Uta stansburiana",1,"1 UTST ~2m N of plot during survey; active homeless camp 10m W of plot, N end of plot vandalized again",NA
"Priest","Urban","NotRestored","Perennial",2017-10-04,"MSH,KDG","upstream","south","12:16:00","12:31:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","midstream","north","09:23:00","09:40:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","upstream","north","09:47:00","10:04:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","upstream","center","10:09:00","10:20:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","upstream","south","10:26:00","10:37:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","midstream","center","10:46:00","10:58:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","midstream","south","11:00:00","11:11:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,"adult"
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","downstream","south","11:19:00","11:24:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","downstream","center","11:26:00","11:35:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2018-05-10,"KDG,MSH","downstream","north","11:39:00","11:51:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","midstream","north","08:52:00","08:59:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","downstream","north","09:09:00","09:21:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","downstream","center","09:29:00","09:42:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","downstream","south","09:46:00","10:00:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","midstream","center","10:05:00","10:15:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","midstream","south","10:23:00","10:36:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,"adults"
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","upstream","south","10:47:00","11:03:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","upstream","center","11:07:00","11:15:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2018-05-13,"KDG,MSH","upstream","north","11:19:00","11:32:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2018-05-14,"KDG,MSH","downstream","center","08:27:00","08:46:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2018-05-14,"KDG,MSH","midstream","center","09:10:00","09:20:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2018-05-14,"KDG,MSH","upstream","center","09:33:00","09:52:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"BM","Urban","Restored","Perennial",2018-05-14,"KDG,MSH","upstream","center","09:33:00","09:52:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2018-05-14,"KDG,MSH","upstream","north","10:01:00","10:13:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2018-05-14,"KDG,MSH","midstream","north","10:21:00","10:30:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2018-05-14,"KDG,MSH","downstream","north","10:39:00","10:49:00",NA,NA,NA,NA,NA
